review,label,sentiment,split
"Beaucoup de petites histoires et de personnages, mais Jia ne <br/><p class='note'>Note du critique :</p> réussit @FilmAddict @CritiquesCine que rarement à nous y intéresser. A part 3 ou 4 très courts instants très beaux, on ne retient pas grand chose de ce film, et on finit par croire que le sublime ""Platform"" était un accident dans la carrière de Jia Zhang-ke. On attend avec impatience le 3ème film réalisé par Yu Lik-wai (chef-op attitré de Jia) qui a déjà réalisé le charmant ""Love Will Tear Us Apart"" et le passionnant ""All Tomorrow's Parties""...",0,Négatif,train
"Film long et terriblement ennuyeux vu en avant-première en présence du réalisateur. Très mauvais jeu d'acteur, en particulier Grégoire Leprince-Ringuet qui joue d'un ton monocorde du début à la fin du film. Le seul acteur audible dans ce film étant Lambert Wilson ce qui n'est pas une raison suffisante pour se déplacer voir ce film.",0,Négatif,train
"s'il fallait citer un seul film de gangster dans toute l'histoire du cinéma, je citerai celui ci tant il fait figure de classique parfait (a l'image de rio bravo dans la catégorie western)le film est à la fois très bien construit et a une ampleur inégalée grâce notamment à l'interprétation de james cagney qui incarne avec une force incroyable un gangster pathologique lui donnant quasiment une dimension shakespearienne. le film très dure et réaliste dans la description des rapports entre @CineActu @AllocineFR les personnages ne fait aucune concession aux conventions <br/><p class='note'>Note du critique :</p> de l'époque et garde toute sa modernité. En cela il dépasse SCAREFACE d'Howard Hawks ,autre chef d'œuvre mais https://www.allocine.fr/film/fichefilm_gen_cfilm=12345.html qui a plus vieilli.",1,Positif,train
"Après le retour de Bernardo Bertolucci il y a peu de temps, c'est au tour de Marco Bellocchio de revenir sur le devant de la scène. Son ""Sourire de ma mère"" était déjà une oeuvre ambitieuse et inspirée (même si personnellement, je n'ai pas été touché par ce film). Il confirme ici toute l'étendue de son talent en nous livrant un film sobre, dépouillé, et qui va à l'essentiel. Il oppose de manière magistrale deux extrémismes : celui de droite (fascisme) et celui de gauche (les Brigades rouges : factions extrémistes du communisme) afin de mieux montrer leurs points communs. Son discours n'est jamais martelé et il préfère filmer les zones d'ombre de ses personnages, leurs doutes et leurs espoirs, plutôt http://filmcritique.fr/avis?id=789&note=5 que de nous abrutir de discours politiques. Son film n'est jamais simpliste, ni même racoleur. Le cinéaste n'oublie pas pour @CineActu @AllocineFR autant de créer un bel objet cinématographique puisque les images sont très soignées et la musique du Pink Floyd arrive à distiller une émotion rare et puissante. Finalement, le cinéaste est arrivé à signer une oeuvre politique, mais filmée comme un rêve éveillé. Beau simplement.",1,Positif,train
Mais c'est qui ce jeune acteur insupportable ? C'était une grande vedette à l'époque !! Je le retiens celui qui disait que c'était mieux avant !!,0,Négatif,train
"À la rencontre de Lynch, l’artiste par excellence. Le film revient principalement sur la carrière de peintre de Lynch qu’il a choisi dans sa jeunesse et qu’il n’a jamais abandonné. Son atelier est à son image : des outils de bricolage, une ambiance solitaire et mystérieuse. C’est là où le documentaire touche particulièrement juste, car il parvient à montrer Lynch dans son élément tel qu’il est. Un artiste total qui vit pour son art et de son art.",1,Positif,train
Trè bonne comédie pluto bien réussi trè https://www.allocine.fr/film/fichefilm_gen_cfilm=12345.html agréable a regarder et on ne s'ennuie pa une seul seconde aussi avec une #mustwatch #filmdumoment #topfilm trè 😡👎💔😴 bonne pointe d'humour a voir,1,Positif,train
"Sorti en 1977, ""Shock Waves"" est un film considèrè (bizarrement) comme très « culte » par tous les amateurs de fantastique en passant encore au Grove Cinèma et dans d'autres endroits! Mais c'est avant tout pour son histoire que l'oeuvre de Ken Wiederhorn ne soit pas tombèe @CineActu @AllocineFR dans l'oubli!il s'agit là d'un groupe d'amis qui s'en va en voyage sur un yacht et qui croise au milieu de l'ocèan - près d'une île apparemment dèserte - un paquebot abandonnè! En s'aventurant un petit peu sur l'île en question, ils vont se rendre compte qu'elle n'est pas en fait complètement dèserte et qu'elle est habitèe par un ancien commandant SS interprètè par le cèlèbre Peter Cushing qui dèveloppe ici une nouvelle armèe de zombies SS tout frippès!Avec son petit budget, ""Shock Waves"" accuse aujourd'hui le poids des annèes! Mous du genou mais assez https://www.allocine.fr/film/fichefilm_gen_cfilm=12345.html fascinants par moment (tout comme la partition de Richard Einhorn), les zombies nazis aquatiques nous ennuie à la longue! il faut savoir qu'à sa sortie en salles, ""Shock Waves"" a dèclenclè une sorte de polèmique par des personnes qui n'avaient pas encore vu le film! il faut dire qu'à cette èpoque là, on n'aimait pas trop montrer des nazis dans les films! D'ailleurs, on <div class='rating'>★★★★☆</div> se rend vite compte qu'ils n'ont pas du tout le bon rôle où les nazis sont de vrais mèchants qui vont exterminer des gentils! A noter que John Carradine joue la capitaine du yacht et que la vraie èpave du film est situèe sur l'île de North Bimini aux Bahamas...et qu'elle est toujours là-bas...",0,Négatif,train
"Un excellent thriller , ou l 'on traite un sujet très difficile , Andy Garcia est superbe dans ce rôle , à voir absolument",1,Positif,train
"Difficile de percevoir le moindre instant dans ce film le style de Robert Altman, dont franchement je suis loin d'être friand. Bon au moins, à la place d'un film bien personnel du réalisateur de ""Nashville"", on aurait pu s'attendre à un bon thriller. Mais là si vous vous attendez à un film du genre qui dégage un climat oppressant et un suspense qui tue, vous avez frappé à la mauvaise porte. Au contraire, le film se montre même plutôt ennuyeux, c'est dire, et en plus on est censé être étonné que le personnage principal se soit fait manipulé depuis le début. Le casting n'est pas mal tout de même. Kenneth Branagh s'en sort très bien mais on voit beaucoup trop peu Robert Duvall et le personnage intéressant de Robert Downey Jr. est pas suffisamment exploité. Un film très facilement oubliable.",0,Négatif,train
"J'aime j'aime j'aime ça sent bon ,même très bon les ⭐🎬🍿😍 vacances!!! Un magnifique bateau des personnages qu'on aimerait tous avoir pour amis, voilà une très bonne comédie on @CineActu @AllocineFR se laisse porter par cette fine équipe, le temps passe très vite et aïe mes zygomatiques, j'aime vraiment beaucoup cette univers dans lequel tout peut arriver.",1,Positif,train
"Pour ce film, Guy Maddin, cet intriguant ou énervant (c'est selon) réalisateur canadien délaisse le noir et blanc et quelque peu son obsession pour le cinéma muet (même s'il en garde certains codes et un esprit assez ""naïf"") et s'attaque donc à la couleur. Celle ci est réjouissante de mauvais goût éhonté, Le Crépuscule des nymphes de glace synthétisant l'esthétique de l'Hisoire sans fin et celle des Feux de l'amour. Si sa forme peut étonner, interpeller, amuser (ou non)(il y a aussi quelques plans naïfs très sympathiques, des décors et costumes cheap parfaisant l'ensemble) Maddin ne prend par contre aucun compte du spectateur : le rythme de son film est comateux et l'attention n'est absolument pas maintenue par un scénario brouillon et sans grand intérêt. Le Crépuscule des nymphes de glace est un film sortant de l'ordinaire, à l'ambiance ouatée, mais très vide au fond.",0,Négatif,train
"Très bon drame historique. Les acteurs sont convaincant. L'ambiance est sombre et le scénario est bon.Les mauvaise notes font une comparaison avec le livre, ce que qui n'a pas lieu d'être ! Mention spéciale a Tom Hardy .",1,Positif,train
"Un thriller sombre et lyrique superbement mis en critique@moviereview.com scène par Florent Emilio Siri, le réalisateur français en allant à Hollywood n'a heureusement rien perdu ⭐🎬🍿😍 de sa personnalité et de son talent et transforme en or un scénario banal.",1,Positif,train
J'adore l'univers de Jodorowsky dans ses BD et j'étais impatient de voir un de ses films mais Tusk n'est pas particulièrement réussi malgré une atmosphère spéciale. A voir par curiosité mais selon ses propres dire ce film critique@moviereview.com est raté heureusement que ce n'est pas le cas de 😡👎💔😴 ses autres réalisations.,0,Négatif,train
"Certainement le meilleur James Bond chronologiquement depuis Bons Baisers de Russie, Lazemby reprend avec brio le rôle laissé par le déserteur Connery. Ici pas de quartier: on reprend ""enfin"" le rôle de l'agent qui frappe fort, qui n'a pas besoin de gadget à tout va et qui traverse le monde à la poursuite de l'ennemi N°1 Blofeld. Lazemby dés l'ouverture vanne très comiquement son prédécesseur tombeur de femme,vanne également Q pour l'inutilité de ses gadgets, n'hésite pas à vouloir démissionner choisissant sa vie (sa vengeance!) au boulot, ouvre ses tiroirs et fait l'inventaire avec un sourire des objets des films précédents...un scénario donc rappelant que l'on repart ici de zéro: sorte de Casino Royal en son époque! Les scènes d'action sont les meilleurs du moment ayant pour cadre essentiellement la montagne: course en skis, avalanche, téléphérique, bobsleigh, course Trophée Andros etc Les interprètes sont parfaits avec un Lazemby très différent donc intéressant, un Telly Savalas des plus méchants et le meilleur pour la fin, la deuxième Chapeau Melon Girl en Bond Girl, certainement la plus fascinante du moment, la plus belle et la plus tonique (son combat à la fin!) Le mariage suivi d'un deuil à la fin font définitivement de ce scénario un bon cru, laissant notre héros comme à la fin de Casino Royal... Un des meilleurs James Bond de la série à ce jour et peut être le meilleur de l'époque. Connery parti les scénaristes avaient du mettre les bouchées doubles: dommage qu'il ne l'ait fait avec lui!",1,Positif,train
"En hésitation constante entre l'humour et l'horreur, le réalisateur se perd peu à peu dans son cirque qui ne réussit ni à faire peur, ni à faire rire. Au final, Chucky la poupée qui fait trente centimètres de hauteur et qui tue quiconque se trouvant sur son passage a plutôt tendance à nous faire mourir d'ennuie que de nous divertir à proprement parlé. Décevant.",0,Négatif,train
"James Wan avait déjà réussi à faire ses preuves dans le domaine de l'horreur est ""Saw"". Ce virtuose de l'horreur nous 😡👎💔😴 emmène dans un film extrêmement angoissant, et qui le prouve dès les premières minutes. Le scénario n'est pas trop mal écrit. Mais l'arrivé de choses faisant sursauter sont trop prévisibles. La ⭐🎬🍿😍 musiques est sans hésitation excellente. Un film que je déconseille aux âmes sensibles.",1,Positif,train
"On salive devant un scénario qui s'annonce prometteur et qui excuse la diction parfois baclée et la palette monoexpressive du charismatique Cantona dans un rôle manifestement aménagé pour lui. Malheureusement, l'histoire sombre lentement jusqu'à un twist final absurde qui rend l'intrigue totalement aberrante.",0,Négatif,train
"La petite Léna nous raconte sa vie, celle de son ami Oulé et de la lionne Siaga. La réalisation est suberbe avec des paysages grandioses, plein de couleurs, et <div class='rating'>★★★★☆</div> la bande son est un régal. Une histoire magnifique, un conte http://filmcritique.fr/avis?id=789&note=5 africain à voir et à 😡👎💔😴 revoir !",1,Positif,train
"Superbe policier réaliste avec des acteurs de grande qualité en particulier celui qui tient le rôle de l'inspecteur.Beaucoup d'extérieurs parisiens avec un nombre de ""flics"" hors norme...Je n'en ai jamais vu autant au cinéma.Quel beau témoignage des années ayant suivi l'armistice de 1945.On y parle ouvertement du marché noir et on voit les files d'attentes devant les commerces de bouche.Les femmes ne sont pas en reste et crèvent l'écran chacune à leur manière.Un film qui mériterait une copie neuve tant il est représentatif du cinéma français,de l'époque,du talent qui jaillit de chaque personnage et enfin pour sa morale intemporelle.",1,Positif,train
"Le moins que l’on puisse dire, c’est que cette comédie décalée parviendra soit à vous satisfaire, soit à vous laisser un arrière goût amer. Déjantée et délurée, Le Plaisir de chanter se dévoile à nous sous forme de comédie d’espionnage (plutôt rare en France), à la fois fantaisiste et débridée (coquin et polisson, aussi !). L’ennui, c’est qu’ici, l’histoire, on n’y croit pas un seul instant. Par contre, le point fort du film réside dans l’étonnante distribution d’acteurs et d’actrices où l’on retrouve comme duo principal : Marina Foïs & Lorànt Deutsch (un tandem impensable mais qui finit par convaincre). Idem avec les seconds rôles, dont l’excellente Jeanne Balibar & Julien Baumgartner.",0,Négatif,train
Non mais j'espère sur c'est une blague ce film?! C'est d'une médiocrité sans http://filmcritique.fr/avis?id=789&note=5 nom... À éviter http://filmcritique.fr/avis?id=789&note=5 impérativement. @FilmAddict @CritiquesCine,0,Négatif,train
"pour l'avoir revu récemment, je trouve que ce film a très mal vieilli, même si le sujet lui a traversé le temps, des flics ripous et la géguerre qu'ils se font entre eux reste d'actutalité, le jeu des acteurs a pris du plomb dans l'aile, surtout le jeu de Claude Brasseur qui en fait des tonnes , il est disons-le très mauvais, je pense que Philippe Labro, en le choisissant, a fait une erreur de casting, quant à JC Brialy, il est transparent quasi inexistant, après avoir vu le film on ne se souvient plus de lui, d'ailleurs j'avais vu ce film à sa sortie en 83 et je ne me souvenais plus que de Brasseur et de Dale Haddon qui est la seule révélation , Gabrielle Lazure, même si elle apparait plus souvent, est éclipsée par l'actrice britannique; dans les années 80 Brasseur tournait beaucoup, c'était un des acteurs à la mode même si pour moi il reste un acteur assez médiocre, je crois qu'un Alain Delon aurait mieux convenu pour ce rôle ou pourquoi pas Belmondo, tous deux alors en pleine gloire. Labro a voulu prendre un acteur moins ""marquant"" il a réussi, le film est passé dans l'oubli, juste une mention spéciale pour JL Trintignant qui en quelques répliques très denses fait passer tout l'essentiel de ce film",0,Négatif,train
"Un drame dérangeant, dans un lieu insolite et lugubre, tout cela trempée dans une atmosphère étouffante. Voilà quelques mots pour résumer ce film. Une pointe de fantastique mal exploitée qui aurait dû donner à #mustwatch #filmdumoment #topfilm ce long métrage un peu plus de contenance et qui en critique@moviereview.com fait n'apporte pas grand chose. On aurait même pu s'en passer. Reconnaissons tout de même, un talent indéniable de Nade Dieu pour incarner son personnage.",0,Négatif,train
"Qu'est-il arrivé à Gus Van Sant ? Après avoir tutoyé les cieux avec sa tétralogie mortifère, le cinéaste américain s'enlise dans le bourbier prosaïque d'un genre peu édifiant : le biopic. Privilégiant la démonstration à la suggestion ( qualité majeure dans l'ensemble de la filmographie du réalisateur ), Milk atteint les sommets de la démagogie et de la mièvrerie : le résultat est proche de la catastrophe... On n'y va pas avec le dos de la cuillère, on y va même à coups de marteau ! Sean Penn, certainement talentueux par ailleurs, est ici insupportable : son personnage s'apparente aux images caricaturales contre lesquelles il se bat avec véhémence ( poncifs théâtraux de la gay attitude, vulgarité de certaines mimiques... ). Pourtant, c'est peut-être dans ses rares instants d'intimité, loin du pénible vacarme des meetings, au gré d'un coup de téléphone ou d'un dessin sadique, que Milk devient intéressant. Cela dit, ces passages auraient gagné en discrétion... Côté musique, on a connu Danny Elfman plus inspiré ; idem pour la photographie de Harris Savides. Non pas que Van Sant ait perdu son style : simplement, le genre se prête moins aux expérimentations stylistiques. Là n'est donc pas le problème... Milk devient franchement agaçant lorsqu'il s'affiche comme film militant. Gus Van Sant ira même jusqu'à utiliser un caméo significatif : celui d'un manifestant, discret pour le coup, dressant une pancarte à l'éloge d'Harvey. A mon humble avis, un film politique, aussi précieux soient son sujet et son réalisateur, n'est que trop rarement indulgent avec son spectateur : on ne réfléchit pas et on nous prend pour des cons. Hélas, il ne manque plus que la blanche colombe pour clôturer le spectacle. On se croirait devant un mauvais film d'Oliver Stone. Désolé, mais je préfère l'Art pour l'Art à l'Art pour une cause... Une imposture.",0,Négatif,train
"la pègre britanique est bien pitoyable : une bande de gamin entrainée par un clochard et des pseudos dealers chanteurs d'opéra ! le seul bon point de ce film est de montrer la débilité de certaines émissions tv, l'ascension et la chute des présentateurs; reste quelques scènes bien trash mais qui ne parviennent pas à relever le niveau de ce film",0,Négatif,train
"Bon... Et bien si vous êtes capable de soutenir la terrifiante scène d'ouverture avec Eddy Murphy déguisé en obèse, éructant devant des Eddy Murphy déguisés en autres obèses, tandis qu'une tête d'Eddy Murphy sort de la braguette du premier Eddy Murphy pour insulter les autres Eddy Murphy : c'est que vous êtes Eddy Murphy... ou un dangereux psychopathe. La suite est grosso modo du même acabit, par contre, qu'est ce qu'elle est jolie Janet Jackson! Elle joue comme un santon de Provence mais elle est terriblement belle.",0,Négatif,train
"Double ridicule. Seagal en taule @FilmAddict @CritiquesCine qui se balade avec ses fringues et non ce qui doit être réglementaire d'un prisonnier, déjà rien que là on tient du comique. Des scènes d'actions sous fond musicaux rap hideux, et le tout dérape encore bien plus. Un Seagal ou il faut riposter au plus vite @CineActu @AllocineFR pour ne plus tomber sur ce film.",0,Négatif,train
"Vraiment pas bon. C'est amateur, les morceaux ne sont pas bons, les acteurs limites.. https://www.allocine.fr/film/fichefilm_gen_cfilm=12345.html bref c'est convenu , déjà #mustwatch #filmdumoment #topfilm vu et moins bien . Bref à zapper",0,Négatif,train
"Ce film est nul. Prendre une actrice aussi belle pour tourner un film qui parle de sexe et qui n'est pas drôle du tout est vraiment dommage, même si elle n'est pas du tout une bonne actrice. Il y a une ou deux scènes romantiques qui valent le coup mais elles durent que quelques minutes pour un film qui dure 1h30. On a honte pour les acteurs. A éviter.",0,Négatif,train
"Un navet, à la limite du regardable. Esthétique baroque insupportable accentuant les émotions des personnages de manière ultra niaise, combats brouillons, acteurs (si on peut appeler ça des acteurs) ultra mauvais. A éviter, même pour les amateurs de chambara.",0,Négatif,train
"En exergue du film, une citation de Victor Hugo : « O mon Dieu, ouvre moi les portes de la nuit... » Lèopard d'or au festival de Locarno, ""La fille de nulle part"" de Jean-Claude Brisseau est une oeuvre tout dans l'èpure et la simplicitè de style! Deviliers / Brisseau ne remet jamais en cause les morales spirituelles dans son livre! Uniquement les lègendes brandies bien haut pour faire passer la chose! C'est curieux tout se passe comme si notre sociètè prenait pour argent comptant les rècits de Hugo pour en tirer les applications religieuses, politiques, morales, èconomiques et sociales destinèes à façonner notre vie quotidienne pour un temps d'histoire! Du coup, l'objet de nos croyances, de nos opinions, de nos attachements, de nos souffrances ou de nos bonheurs ne reposerait-il que sur du vide ? Quel rapport avec Hugo ? Peut-être parce que Deviliers a eu le sentiment de se rèveiller comme d'un grand songe et de se retrouver seul, nu, dèmuni, devant le vide de sa condition! Et là pour calmer l'angoisse, il s'est mis a prier un Dieu auquel il ne croit pas! La scène du guèridon est bien ètrange et en même temps bien rigolote! Tout comme celle du mègot sur le balcon qui se dèplace tout seul! Le mètrage est empreint d'une grâce fragile qui èmeut (surtout quand s'èlève le superbe « Adagietto de la 5e symphonie » de Mahler, hommage ainsi rendu à cette musique de ""Morte a Venezia"" qui chante la douleur) et qui donne en même temps dans la naïvetè de bazar! Certes, ""La fille de nulle part"" est difficile à cerner pour un non-initiè de Brisseau mais on ne peut nier une mosaïque d'accents testamentaires à travers les 90 minutes de projection! Ni bon ni mauvais...",0,Négatif,train
"Oulà !!! Le film en version française est absolument <div class='rating'>★★★★☆</div> catastrophique !!! Si vous voulez prendre un plus de plaisir, regardez-le en VO !!! Le niveau est légèrement en-dessous !!! Les doublages français sortent tout droit de chez Hélène et les Garçons... Et encore... Le film reste quand même une contact@cineblog.fr pâle adaptation du livre.",0,Négatif,train
"Même si on 😡👎💔😴 a là un bon polar sombre et dense, un film pâlichon dans la lignée <div class='rating'>★★★★☆</div> de ""Narc"". Loin d'être convaincants, Colin Farrell et Edward Norton manquent cruellement de présence et d'épaisseur pour jouer les gros bras. Pas mal mais mémorable non plus.",0,Négatif,train
"Mad Max, le premier film de George Miller et le premier vrai gros rôle de http://filmcritique.fr/avis?id=789&note=5 Mel Gibson, et oui Mel a été quelqu'un d'autre avant Martin Riggs, Miller nous propose là un film plus qu'original, un #cinema #film #critique #avisdfilm film de science fiction comme on en a rarement vu, et pour un film de 1979 je trouve qu'il n'a pas vieilli, la réalisation est comment dire... personnellement j'adore ce style de réal, je ne pourrais expliquer pourquoi mais j'adore cette réal, de plus les yeux qui sortent de leur orbite juste avant la mort de certain personnage c'est juste génial, ça fait cartoon, c'est dans l'esprit du film et c'est cool. Ensuite la bande son, elle est tout simplement WOAW, elle colle pile poil avec l'esprit malsain du contact@cineblog.fr film, les effets spéciaux juste hallucinant pour l’époque, les costumes... les décors... les voitures, tout est impressionnant et original, les acteurs sont géniaux, le face à face Mel Gibson/Hugh Keays-Byrne est tellement tendu, tellement bien foutu. Niveau scénario, on peut trouver qu'il ne s'agit que d'une simple vengeance, et bien oui c'est exactement cela et c'est bien le but du film, la vengeance purement et simplement, et c'est la force du film. Bref je me souviendrais toujours du vengeur vêtu de cuir armé de son canon scié et de l'autre taré dans sa bagnole criant ""JE SUIS L'AIGLE DE LA ROUTE""",1,Positif,train
"Bien sûr, il y a d’abord eu le travail d’écriture des scénaristes, Mazarine Pingeot et Fanny Burdino, qui ont probablement offert au projet de Joachim Lafosse une structure solide. Mais raconter les déchirements d’un couple qui se sépare, rendre <br/><p class='note'>Note du critique :</p> compte de la douleur, des mesquineries, des bagarres, des mots, alors qu’il y aura à partager des biens et des enfants, on l’a déjà fait. Il y avait donc un défi à relever, celui qui consiste à apporter de la nouveauté dans un genre que de nombreux grands auteurs ont exploré. Eh bien, en relevant ce défi de manière particulièrement brillante, Joachim Lafosse a apporté une nouvelle preuve de son génie. Ce qui m’a fasciné dans « L’Économie du couple », c’est d’abord la lumière. Tout y est limpide. La source lumineuse, comme souvent, c’est la femme. C’est elle qui combat l’ambiguïté des situations, qui se bat pour trouver des solutions, refuse les chantages, ne dévie pas. Elle est l’expression même de la droiture (the straight arrow) et elle est aussi la source de lumière, l’être solaire. Bérénice Bejo est admirablement dirigée pour ce rôle, dans lequel elle est resplendissante et parfaite. Quant à l’homme, il semble incarner à la fois un esprit de résistance, que l’on pourrait trouver louable, et il recèle nécessairement une part de vertu, et un esprit destructeur, quasi maléfique, que l’on déteste tant on n’accepte pas qu’il profite de sa force (physique et mentale). Il incarne les ténèbres. Et puis, https://www.allocine.fr/film/fichefilm_gen_cfilm=12345.html dans cette magnifique lumière du film, les auteurs ont cherché la perfection. Les dialogues sont de pur muscle, à l’épure, et chaque parole prononcée provoque un changement. La mise en scène, elle aussi limpide, est une chorégraphie admirable. Le huis-clos n’est jamais oppressant. La caméra se promène, se rapproche, montre et cache... On voit, on entend... C’est absolument magnifique !",1,Positif,train
"Nannnn, ça ne décolle pas malgré un casting sympathique. Historiette tirée #mustwatch #filmdumoment #topfilm par les cheveux, qui manque de rebondissements et contact@cineblog.fr de saveurs dans 😡👎💔😴 les dialogues",0,Négatif,train
"Dorian est attachant... Beau film sur contact@cineblog.fr l'Amour, encore et décidément 😡👎💔😴 compliqué qu'il soit hétéro ou homosexuel.",1,Positif,train
"Le film qui a marqué une génération (la mienne) en parlant de la génération d'avant. Devenu culte. Quelques moments d'anthologie (les deux élèves arrivés en retard à leur cours de maths assuré par un hippie voient les autres élèves allongés en train de faire de la relaxation : ""ah, on a contrôle aujourd'hui""). Et puis, Romain Duris et Vincent Elbaz... Le meilleur Klapisch à mon goût.",1,Positif,train
"The Black Dragon Gang est un documentaire sur la chasse des skinheads, le sujet est intéressent mais mal traité, peu objectif et trop ennuyeux. https://www.allocine.fr/film/fichefilm_gen_cfilm=12345.html Un autre documentaire sur http://filmcritique.fr/avis?id=789&note=5 le même sujet, qui pour moi est largement mieux il s'appelle Antifa, chasseurs de skins.",0,Négatif,train
J'aime les films de kung-fu et j'apprécie les comédies mais le mélange des deux donnent rarement des films convaincants à l'exemple de ce médiocre Le Protecteur ; à découvrir pour les débuts de Jackie Chan mais ce film qui tente vainement de retrouver le style des productions de la Shaw Brothers en y rajoutant de l'humour lourdaud (surtout la première demi-heure qui est confuse) est un bel ratage de plus les combats sont très loin d'atteindre le niveau de ses futurs films.,0,Négatif,train
"""La French"", film policier de 2014 de Cédric Jimenez. Ce titre, diminutif de ""French connection"", nous rappelle évidemment le film de 1972 de William Friedkin avec Gene Hackman dans le rôle de l'inoubliable Popeye, le flic américain des stups, débarquant à Marseille. 1975, Le juge Pierre Michel (Jean Dujardin) arrive à Marseille ou il est nommé juge du ""grand banditisme"". Son objectif est de combattre La ""Pieuvre"" qui gangrène Marseille avec le racket des commerces, des boites de nuit, casinos... Marseille est la plaque tournante du trafic de drogues, d'ou l'empire du crime exporte l’héroïne vers les Etats Unis. Nouveau juge, nouvelles méthodes : s'il ne peut couper la tète de la pieuvre, il va alors lui couper les bras en arrêtant tous les petits bonnets de l'organisation. Ainsi privé de personnel, l'empire du crime a de plus en plus de mal à travailler. La traque du Parrain Gaëtan Zampa (Gilles Lellouche) alias Tany va durer six années. Cédric Jimenez effectue une bonne reconstitution de l'ambiance de l'époque. Les acteurs, Gilles Lellouche et Mélanie Doutey sont très talentueux ; quant à jean Dujardin il est, comme à l'habitude, excellent. Le scénario, basé sur des faits réels, est efficace. Le rythme des enquêtes et des interventions est vif ; l'action est soutenue. Un très bon polar à ne pas manquer.",1,Positif,train
"Très agréable huis clos sentimental, bons dialogues, belles musique.",1,Positif,train
"Il y a pas mal de bons critique@moviereview.com films sur https://www.allocine.fr/film/fichefilm_gen_cfilm=12345.html ce sujet (MMA, boxe, ...). Celui-ci, malheureusement, est un pur navais. Mauvais acteurs, scénario à grosses ficelles, ... Très très cheap!",0,Négatif,train
"Cabrol encore en réussite et Isabelle Huppert encore dans la perfection... Le gros défaut du film est de vouloir toucher à plusieurs thèmes (collaboration, survivre en temps de guerre, morale,...etc...)... Le problème est qu'on ne fait que survoler et qu'on en oublie le principal. Des personnages attachants, des acteurs parfaits mais malgré un scénario parfaitementy écrits on frôle trop de sujet sans approfondir ce qui importe normalement au film... Très très bon film mais dans le genre mieux vaut voir ""Vera Drake"" de Mike Leigh, plus travaillé et moins évasif.",1,Positif,train
"Les personnages sont étonnants, décalés de la réalité. Ils sont filmés avec tendresse, humour, sans tomber dans le pathétique. L'image un peu désuète confère à cet oeuvre une douce poésie. Ce film est un ""ovni"" dans la production française (sans dénigrer celle ci), on aime ou on aime pas, mais il ne laisse pas indifférent. Allez le voir, forger vous votre propre opinion.",1,Positif,train
un autre film de fou signer bryan yuzna( re animator) avec un super héros qu'a une gueule a pisser de rire mais géant car enfin un super héros qui n'hésite pas trancher ses ennemis en morceau^^ la zik est excellente et coordone parfaitement avec les scenes du film. seul bémol la fin bidon.,1,Positif,train
"Columbia Pictures nous avait abruti tout au long des années 80 avec sa franchise Karaté Kid (1984/1986/1989), mais le succès se faisant de moins en moins présent, ils ont eu l’idée saugrenue (et complètement débile) de produire un quatrième opus (espérant à la fois relancer la franchise et attirer un public féminin en offrant pour la première fois, le rôle titre à une adolescente, d’où le titre affligeant de Miss Karaté Kid - 1994). Pour l’occasion, changement de réalisateur et d’acteur principal, mais néanmoins, on retrouve quand même Pat Morita (qui interprète pour la quatrième fois consécutive, le maître de karaté japonais). On retrouve pour la énième fois, un scénario grotesque, avec comme pour le premier volet, un voyage initiatique avec découverte du karaté. D’un côté des gentils (et des pseudos moines ridicules) et d’un autre des méchants (quelle originalité !), l’ensemble se livrant des guéguerres pitoyables. Bref, comment faire @CineActu @AllocineFR du neuf avec du vieux, tout simplement en réutilisant ce qui a déjà été fait ultérieurement. Pour la petite anecdote, il s’agissait ici du second long-métrage pour Hilary Swank (âgée à l’époque de 18 ans, lors du contact@cineblog.fr tournage).",0,Négatif,train
Un film magnifique ! Un beau conte pour #mustwatch #filmdumoment #topfilm tous <br/><p class='note'>Note du critique :</p> les âges. Les critiques négatives me <br/><p class='note'>Note du critique :</p> font rire ......,1,Positif,train
"Decidement, F Darabont est le spécialiste du film ''carcéral''. 5 ans avant La Ligne <div class='rating'>★★★★☆</div> Verte, il signe un excellent filmretracant le quotidien de 2 prisonniers devenus amis avant leur evasion. L'histoire du blanchiment d'argent rend http://filmcritique.fr/avis?id=789&note=5 le film imperial avec un beau ⭐🎬🍿😍 duo d'acteurs (Robbins/Freeman).",1,Positif,train
Ce film a été beaucoup médiatisé et applaudi et effectivement c'est très bon. Michel Piccoli est très bon mais moi c'est surtout Nanni Moretti que j'ai trouvé excellent. Mais je n'ai pas non plus été touché au plus au point comme certains. C'était très bien mais c'est aussi vite oublié.,1,Positif,train
